id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective
98;ace-combat-advance;Feb 22, 2005 - Game Boy Advance;Namco;Humansoft;;Shooter, Simulator;Single player;Action, Warfare;;;Ace Combat;
99;ace-combat-assault-horizon;"Oct 11, 2011 - PlayStation 3; Oct 13, 2011 - Xbox 360";Bandai Namco Entertainment;Project Aces;;Shooter, Simulator, Strategy;Multiplayer, Single player;Action;Xbox 360: Offline Co-op max players: 0, Online Co-op max players: 3, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Ace Combat;Third person
100;ace-combat-assault-horizon-enhanced-edition;Jan 24, 2013 - PC (Microsoft Windows);Bandai Namco Games;Project Aces, QLOC;;Shooter, Simulator;Co-operative, Multiplayer, Single player;Action, Warfare;;;Ace Combat;First person, Third person
101;ace-combat-assault-horizon-legacy;Nov 15, 2011 - Nintendo 3DS;Bandai Namco Entertainment;Access Games;;Simulator;Single player;Action, Fantasy, Historical;;;Ace Combat;
102;ace-combat-assault-horizon-legacy+;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
103;ace-combat-infinity;"May 20, 2014 - PlayStation Network; May 20, 2014 - PlayStation 3";Bandai Namco Entertainment;Project Aces;;Arcade, Simulator;Multiplayer, Single player;Action, Science fiction, Warfare;;;Ace Combat;Third person
104;ace-combat-joint-assault;Aug 31, 2010 - PlayStation Portable;Namco Bandai Games;Project Aces;;Shooter, Simulator, Strategy;;Action;PlayStation Portable: Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;Ace Combat;Third person
105;ace-combat-x-skies-of-deception;Oct 24, 2006 - PlayStation Portable;Namco, Sony Interactive Entertainment, Bandai Namco Entertainment;Namco, Access Games;;Simulator;;Action, Warfare;;;Ace Combat;
106;ace-combat-zero-the-belkan-war;Mar 23, 2006 - PlayStation 2;Bandai Namco Holdings;Namco;;Simulator;Multiplayer, Single player;Action, Warfare;;;Ace Combat;Third person
107;ace-of-spades;"Dec 12, 2012 - Mac; Dec 12, 2012 - PC (Microsoft Windows)";Jagex Ltd. Games Studio;;;Indie, Shooter;Co-operative, Multiplayer;Action;;;;First person
108;aces-of-the-galaxy;"Jun 04, 2008 - Xbox Live Arcade; Jun 04, 2008 - PC (Microsoft Windows)";Artech Studios;Activision;;Shooter;Single player;Action, Science fiction;Xbox 360: Offline Co-op max players: 2, Online Co-op max players: 2, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;;
109;aces-of-the-luftwaffe-squadron;Nov 17, 2017 - Nintendo Switch;HandyGames;;;Indie, Shooter;Co-operative, Multiplayer, Single player;Action;;;;
110;achron;"Aug 29, 2011 - Mac; Aug 29, 2011 - Linux; Aug 29, 2011 - PC (Microsoft Windows)";Hazardous Software Inc.;Hazardous Software Inc.;;Indie, Puzzle, Real Time Strategy (RTS), Strategy;Multiplayer, Single player;Science fiction;;;;
111;achtung-cthulhu-tactics;"Oct 04, 2018 - PC (Microsoft Windows); Nov 20, 2018 - PlayStation 4; Nov 23, 2018 - Xbox One; Jan 24, 2019 - Nintendo Switch";Ripstone;Auroch Digital;;Indie, Role-playing (RPG), Strategy;Single player;Action;;;;Bird view / Isometric
112;a-city-sleeps;"Sep 04, 2014 - Mac; Sep 04, 2014 - PC (Microsoft Windows)";Harmonix Music Systems;Harmonix Music Systems;;Indie;Single player;Action;;;;
113;acorn-tactics;Dec 07, 2017 - Nintendo Switch;TACS Games;TACS Games;;Puzzle, Simulator, Strategy;Single player;Action, Science fiction;;;;Bird view / Isometric
114;action-bass;Aug 14, 2000 - PlayStation;;;;Sport;;Action;;;;
115;action-henk;"May 11, 2015 - Mac; May 11, 2015 - Linux; May 11, 2015 - PC (Microsoft Windows); Mar 04, 2016 - Xbox One; Mar 08, 2016 - PlayStation Network; Jun 30, 2016 - PlayStation 3; Sep 30, 2016 - PlayStation Vita; Sep 30, 2016 - PlayStation 4; Sep 30, 2016 - Wii U";RageSquid;RageSquid, Curve Digital;;Indie, Platform, Racing, Sport;Multiplayer, Single player;Action, Comedy;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 4, Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unity;;Side view
116;active-life-extreme-challenge;Aug 11, 2009 - Wii;Bandai Namco Entertainment;Bandai Namco Entertainment;;Sport;Single player, Split screen;;;;Active Life;
117;active-soccer-2-dx;Mar 30, 2016 - Xbox One;;;;Sport;Co-operative, Multiplayer;;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 8, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;
118;activision-anthology;;Activision;;;Racing, Simulator, Sport, Strategy;;Action;;;;
119;activision-hits-remixed;;;;;Racing, Simulator, Sport, Strategy;;Action;;;;
120;act-of-aggression;Sep 02, 2015 - PC (Microsoft Windows);Focus Home Interactive;Eugen Systems;;Indie, Quiz/Trivia, Real Time Strategy (RTS), Strategy;Co-operative, Multiplayer, Single player;Comedy, Science fiction, Warfare;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Bird view / Isometric
121;act-of-war-direct-action;Mar 15, 2005 - PC (Microsoft Windows);Atari;Eugen Systems;;Real Time Strategy (RTS), Strategy;Multiplayer, Single player;Action, Warfare;;;Act of War;Bird view / Isometric
122;act-of-war-high-treason;Mar 24, 2006 - PC (Microsoft Windows);Atari;Eugen Systems;;Real Time Strategy (RTS), Strategy;Multiplayer, Single player;Action, Warfare;;;Act of War;Bird view / Isometric
123;actual-sunlight;"Jan 03, 2013 - PC (Microsoft Windows); Aug 11, 2015 - PlayStation Network; Aug 11, 2015 - PlayStation Vita; Jan 28, 2020 - Nintendo Switch";Will O'Neill, WZOGI;Will O'Neill, WZO Games;;Adventure, Indie;Single player;;;RPG Maker VX Ace;;
124;adr1ft;"Mar 28, 2016 - PC (Microsoft Windows); Jun 15, 2016 - PlayStation 4; Dec 31, 2016 - Xbox One";505 Games;Three One Zero;;Adventure, Indie, Puzzle;Single player;Science fiction;;Unreal Engine;;First person, Virtual Reality
125;adrenalin-misfits;Dec 04, 2010 - Xbox 360;;;;Racing, Sport;;Action;;;;
126;advance-guardian-heroes;Sep 14, 2004 - Game Boy Advance;Treasure, Ubisoft Entertainment;Treasure;;Hack and slash/Beat 'em up, Role-playing (RPG);Co-operative, Single player;Action;;;Guardian Heroes;Side view
127;advance-wars;"Sep 10, 2001 - Game Boy Advance; Apr 03, 2014 - Wii U";Nintendo;Intelligent Systems Co., Ltd.;;Simulator, Strategy, Tactical, Turn-based strategy (TBS);Multiplayer, Single player;Action, Science fiction, Warfare;;;Advance Wars;Bird view / Isometric
128;advance-wars-2-black-hole-rising;"Jun 24, 2003 - Game Boy Advance; Apr 03, 2014 - Wii U";Nintendo;Intelligent Systems Co., Ltd.;;Strategy, Tactical, Turn-based strategy (TBS);Multiplayer, Single player;Action, Science fiction, Warfare;;;Advance Wars;Bird view / Isometric
129;advance-wars-days-of-ruin;"Jan 21, 2008 - Nintendo DS; Oct 30, 2013 - Nintendo DSi";Nintendo;Intelligent Systems Co., Ltd.;;Strategy, Turn-based strategy (TBS);Single player;Warfare;Nintendo DS: Offline Co-op max players: 0, Online Co-op max players: 2, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Advance Wars;Bird view / Isometric
130;advance-wars-dual-strike;"Jun 23, 2005 - Nintendo DS; Mar 03, 2016 - Wii U";Nintendo;Intelligent Systems Co., Ltd.;;Strategy, Tactical, Turn-based strategy (TBS);Multiplayer, Single player;Science fiction, Warfare;;;Advance Wars;Bird view / Isometric, Side view
131;advent-rising;"May 31, 2005 - Xbox; May 31, 2005 - PC (Microsoft Windows)";Majesco Entertainment;GlyphX Games;Demiurge Studios;Adventure, Shooter;Single player;Action, Science fiction;;Unreal Engine;;Third person
132;adventure-island-the-beginning;"Apr 07, 2009 - WiiWare; May 07, 2009 - Wii";;;;Adventure, Platform;Single player;Action;;;Adventure Island;
133;adventure-pinball-forgotten-island;Mar 21, 2001 - PC (Microsoft Windows);Electronic Arts;Digital Extremes;;Pinball;Multiplayer, Single player;Comedy;;Unreal Engine;;Bird view / Isometric
134;adventures-of-mana;"Feb 04, 2016 - Android; Feb 04, 2016 - PlayStation Vita; Feb 04, 2016 - iOS; Jun 28, 2016 - PlayStation Network";Square Enix;Square Enix;;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG);Single player;Action, Fantasy;;;Mana;Bird view / Isometric
135;adventures-of-pip;"Jun 04, 2015 - Mac; Jun 04, 2015 - PC (Microsoft Windows); Jun 04, 2015 - Wii U; Jul 02, 2015 - iOS; Aug 18, 2015 - PlayStation Network; Aug 18, 2015 - PlayStation 4; Aug 21, 2015 - Xbox One";Tic Toc Games;Tic Toc Games;;Adventure, Indie, Platform;Single player;Action;;;;Side view
136;adventures-to-go;Nov 27, 2009 - PlayStation Portable;;;;Adventure, Fighting, Role-playing (RPG);;Action;;;AdventureQuest;
137;adventure-time-finn-and-jake-investigations;"Oct 01, 2015 - PlayStation 3; Oct 01, 2015 - Nintendo 3DS; Oct 01, 2015 - PlayStation 4; Oct 01, 2015 - Xbox One; Oct 01, 2015 - PC (Microsoft Windows); Oct 01, 2015 - Xbox 360; Oct 01, 2015 - Wii U";Little Orbit;Vicious Cycle Software;;Adventure, Role-playing (RPG);Single player;Action, Comedy, Fantasy, Kids;;;Adventure Time;Third person
138;adventure-time-pirates-of-the-enchiridion;"Jul 17, 2018 - PlayStation 4; Jul 17, 2018 - Xbox One; Jul 17, 2018 - PC (Microsoft Windows); Jul 17, 2018 - Nintendo Switch";Outright Games;Climax Studios;;Adventure, Role-playing (RPG);Single player;Action, Open world;;;Adventure Time;
139;aedis-eclipse-generation-of-chaos;May 25, 2006 - PlayStation Portable;;;;Role-playing (RPG), Strategy;;;;;;
140;aegis-defenders;"Feb 08, 2018 - Nintendo Switch; Dec 31, 2018 - Mac; Dec 31, 2018 - PC (Microsoft Windows)";GUTS Department;GUTS Department;;Adventure, Indie, Platform, Role-playing (RPG), Strategy;Co-operative, Multiplayer, Single player;Action, Fantasy, Science fiction;;;;Side view
141;aegis-of-earth-protonovus-assault;"Jul 02, 2015 - PlayStation Vita; Jul 02, 2015 - PlayStation 4";Aksys Games, ACQUIRE Corp., PQube;ACQUIRE Corp.;;Puzzle, Real Time Strategy (RTS), Role-playing (RPG), Strategy;Single player;Action;;;;
142;aegis-wing;May 16, 2007 - Xbox Live Arcade;Microsoft Game Studios;Carbonated Games;;Adventure, Shooter;Co-operative, Multiplayer, Single player;Action, Science fiction;Xbox 360: Offline Co-op max players: 4, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;;Side view
143;aeon-flux;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
144;aerea;"Jun 02, 2017 - Mac; Jun 02, 2017 - Linux; Jun 02, 2017 - PC (Microsoft Windows); Jun 30, 2017 - PlayStation 4; Sep 30, 2017 - Xbox One";SOEDESCO Publishing;Triangle Studios;;Adventure, Indie, Role-playing (RPG);Co-operative, Multiplayer, Single player, Split screen;Action;;;;Bird view / Isometric
145;aerial-strike-the-yager-missions;;;;;Shooter;;Science fiction;;;;
146;aer-memories-of-old;"Oct 25, 2017 - Mac; Oct 25, 2017 - PlayStation 4; Oct 25, 2017 - Xbox One; Oct 25, 2017 - Linux; Oct 25, 2017 - PC (Microsoft Windows); Aug 28, 2019 - Nintendo Switch";Daedalic Entertainment;Forgotten Key;;Adventure, Indie;Single player;Fantasy;;Unity;;Third person
147;aero-elite-combat-academy;Jul 11, 2002 - PlayStation 2;Sega Games, SEGA of America;Sega AM2;;Simulator;Multiplayer, Single player;;;;AeroWings;First person, Third person
148;aero-porter;Nov 29, 2012 - Nintendo eShop;Level-5;;;Puzzle;;;;;;
149;aero-racer;Apr 11, 2010 - PlayStation Portable;;;;Racing;;Science fiction;;;;
150;aero-the-acro-bat;"Aug 01, 1993 - Super Nintendo Entertainment System (SNES); Aug 01, 1993 - Sega Mega Drive/Genesis; Jun 21, 2002 - Game Boy Advance";Sunsoft, Metro 3D, Zoo Digital;Iguana Entertainment, Atomic Planet Entertainment;;Platform, Sport;Single player;Action, Comedy;;;Aero the Acro-Bat;Side view
151;aerowings-2-air-strike;;;;;Shooter, Simulator;;;;;AeroWings;
152;aeternoblade;"Feb 18, 2014 - Nintendo 3DS; Feb 04, 2015 - PlayStation Network; Aug 29, 2017 - Xbox One; Feb 01, 2018 - Nintendo Switch";Corecell Technology;Corecell Technology;;Adventure;Single player;Action;;;AeternoBlade;Side view
153;aeternoblade-ii;Oct 05, 2019 - Xbox One;PQube;Corecell Technology;;Adventure;Single player;Action;;;AeternoBlade;Side view
154;affordable-space-adventures;Apr 09, 2015 - Wii U;KnapNok Games;Nifflas Games, KnapNok Games;;Adventure, Indie, Puzzle;Co-operative, Single player;Science fiction;"Wii U: Offline Co-op max players: 3, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;;Side view
155;a-fistful-of-gun;Sep 23, 2016 - PC (Microsoft Windows);Devolver Digital;FarmerGnome;;Indie;Co-operative, Multiplayer, Single player;Action;PC (Microsoft Windows): Offline Co-op max players: 9, Online Co-op max players: 9, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Multimedia Fusion;;
156;a-fold-apart;"Dec 31, 2020 - iOS; Dec 31, 2020 - PlayStation 4; Dec 31, 2020 - Xbox One; Dec 31, 2020 - PC (Microsoft Windows); Dec 31, 2020 - Nintendo Switch";Lightning Rod Games;Lightning Rod Games;;Adventure, Indie, Platform, Puzzle, Strategy;Single player;Drama;;;;Side view
157;afrika;Aug 28, 2008 - PlayStation 3;Sony Interactive Entertainment, Natsume;Rhino Studios;;Simulator;Single player;;;;;First person, Third person
158;afro-samurai;"Jan 27, 2009 - PlayStation 3; Jan 27, 2009 - Xbox 360";Surge;Bandai Namco Entertainment;;Hack and slash/Beat 'em up;Single player;Action;;;Afro Samurai;Third person
159;afro-samurai-2-revenge-of-kuma-volume-one;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
160;after-burner-black-falcon;Apr 20, 2007 - PlayStation Portable;;;;Shooter, Simulator;;Action;;;After Burner;
161;after-burner-climax;"Dec 01, 2006 - Arcade; Apr 21, 2010 - PlayStation 3; Apr 21, 2010 - Xbox 360";;Sega AM2;;Arcade, Simulator;Single player;Action;;;After Burner;Third person
162;aftercharge;"Jan 10, 2019 - Xbox One; Jan 10, 2019 - PC (Microsoft Windows); Dec 31, 2019 - Nintendo Switch";Chainsawesome Games;Chainsawesome Games;;Indie, Shooter;Multiplayer;Action, Stealth;"Xbox One: Offline Co-op max players: , Online Co-op max players: 3, Online max players: 6, Offline max players: , Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Nintendo Switch: Offline Co-op max players: , Online Co-op max players: 3, Online max players: 6, Offline max players: , Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Offline Co-op max players: , Online Co-op max players: 3, Online max players: 6, Offline max players: , Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Offline Co-op max players: , Online Co-op max players: 3, Online max players: 6, Offline max players: , Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; Offline Co-op max players: , Online Co-op max players: 3, Online max players: 6, Offline max players: , Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;;First person
163;afterfall-insanity;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
164;afterparty;"Oct 29, 2019 - PlayStation; Oct 29, 2019 - Mac; Oct 29, 2019 - Xbox One; Oct 29, 2019 - PC (Microsoft Windows); Mar 06, 2020 - Nintendo Switch";Night School Studio;Night School Studio;;Adventure, Indie, Role-playing (RPG);Single player;Comedy, Fantasy, Mystery;;Unity;;Side view
165;again-interactive-crime-novel;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
166;a-game-of-dwarves;Oct 27, 2012 - PC (Microsoft Windows);Paradox Interactive;Zeal Game Studio;;Real Time Strategy (RTS), Strategy;Single player;Comedy, Fantasy;;;;Bird view / Isometric
167;a-game-of-thrones-genesis;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
168;agatha-christie-and-then-there-were-none;"Sep 30, 2005 - PC (Microsoft Windows); Feb 08, 2008 - Wii";The Adventure Company;AWE Productions;;Adventure;Single player;;;;Agatha Christie;
169;agatha-christie-evil-under-the-sun;"Oct 16, 2007 - Wii; Oct 16, 2007 - PC (Microsoft Windows)";The Adventure Company;AWE Productions;;Adventure;Single player;;;;Agatha Christie;
170;agatha-christie-murder-on-the-orient-express;Dec 26, 2006 - PC (Microsoft Windows);;;;Adventure, Point-and-click;Single player;Drama, Historical, Thriller;;;Agatha Christie;Auditory, Third person
171;agatha-christie-the-abc-murders;"Nov 04, 2009 - Nintendo DS; Nov 12, 2009 - Nintendo 3DS; Feb 04, 2016 - PlayStation 4; Feb 23, 2016 - Xbox One";DreamCatcher Interactive;Black Lantern Studios;;Adventure, Puzzle;Single player;Mystery;;;Agatha Christie;Third person
172;agent-a-a-puzzle-in-disguise;"Oct 28, 2015 - iOS; Oct 29, 2015 - Android; Aug 29, 2019 - PlayStation 4; Aug 29, 2019 - Xbox One; Aug 29, 2019 - PC (Microsoft Windows); Aug 29, 2019 - Nintendo Switch";Yak & co;Yak & co;;Adventure, Indie, Puzzle;Single player;Mystery;;Unity;;
173;agents-of-mayhem;"Aug 15, 2017 - PlayStation 4; Aug 15, 2017 - Xbox One; Aug 15, 2017 - PC (Microsoft Windows)";Deep Silver;Volition Inc;;Adventure, Shooter;Single player;Action, Comedy, Open world, Science fiction;;In-house engine;Agents of Mayhem;Third person
174;age-of-booty;"Oct 15, 2008 - Xbox Live Arcade; Nov 13, 2008 - PlayStation Network; Nov 13, 2008 - PlayStation 3; Mar 05, 2009 - PC (Microsoft Windows)";Capcom;Certain Affinity;;Arcade, Real Time Strategy (RTS), Strategy;Multiplayer, Single player, Split screen;Action, Warfare;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ;;Age of Booty;Bird view / Isometric
